building_id,site_id,timestamp,error
1003,10,2017-03-14 00:00:00,A
998,10,2017-03-14 00:00:00,A
1015,10,2017-03-14 00:00:00,A
1003,10,2017-03-15 00:00:00,A
998,10,2017-03-15 00:00:00,A
1015,10,2017-03-15 00:00:00,A
1001,10,2017-04-20 00:00:00,A
1000,10,2017-04-20 00:00:00,A
1015,10,2017-04-20 00:00:00,A
1003,10,2017-05-23 00:00:00,A
998,10,2017-05-23 00:00:00,A
1017,10,2017-05-23 00:00:00,A
998,10,2017-07-13 00:00:00,A
1017,10,2017-07-13 00:00:00,A
1022,10,2017-07-13 00:00:00,A
1001,10,2017-07-22 00:00:00,A
1017,10,2017-07-22 00:00:00,A
1022,10,2017-07-22 00:00:00,A
1000,10,2017-08-03 00:00:00,A
1017,10,2017-08-03 00:00:00,A
1022,10,2017-08-03 00:00:00,A
1015,10,2017-08-15 00:00:00,A
1017,10,2017-08-15 00:00:00,A
1022,10,2017-08-15 00:00:00,A
998,10,2017-08-19 00:00:00,A
1017,10,2017-08-19 00:00:00,A
1022,10,2017-08-19 00:00:00,A
998,10,2017-08-20 00:00:00,A
1017,10,2017-08-20 00:00:00,A
1022,10,2017-08-20 00:00:00,A
1001,10,2017-09-04 00:00:00,A
1017,10,2017-09-04 00:00:00,A
1022,10,2017-09-04 00:00:00,A
1001,10,2017-09-07 00:00:00,A
1017,10,2017-09-07 00:00:00,A
1022,10,2017-09-07 00:00:00,A
998,10,2017-11-18 00:00:00,A
1017,10,2017-11-18 00:00:00,A
1022,10,2017-11-18 00:00:00,A
998,10,2017-11-19 00:00:00,A
1017,10,2017-11-19 00:00:00,A
1022,10,2017-11-19 00:00:00,A
998,10,2017-12-04 00:00:00,A
1017,10,2017-12-04 00:00:00,A
1022,10,2017-12-04 00:00:00,A
998,10,2017-12-05 00:00:00,A
1017,10,2017-12-05 00:00:00,A
1022,10,2017-12-05 00:00:00,A
998,10,2017-12-06 00:00:00,A
1017,10,2017-12-06 00:00:00,A
1022,10,2017-12-06 00:00:00,A
998,10,2017-12-07 00:00:00,A
1017,10,2017-12-07 00:00:00,A
1022,10,2017-12-07 00:00:00,A
998,10,2017-12-08 00:00:00,A
1017,10,2017-12-08 00:00:00,A
1022,10,2017-12-08 00:00:00,A
998,10,2017-12-09 00:00:00,A
1017,10,2017-12-09 00:00:00,A
1022,10,2017-12-09 00:00:00,A
998,10,2017-12-10 00:00:00,A
1017,10,2017-12-10 00:00:00,A
1022,10,2017-12-10 00:00:00,A
998,10,2017-12-11 00:00:00,A
1017,10,2017-12-11 00:00:00,A
1022,10,2017-12-11 00:00:00,A
1015,10,2017-12-27 00:00:00,A
1017,10,2017-12-27 00:00:00,A
1022,10,2017-12-27 00:00:00,A
1015,10,2017-12-28 00:00:00,A
1017,10,2017-12-28 00:00:00,A
1022,10,2017-12-28 00:00:00,A
1015,10,2017-12-31 00:00:00,A
1017,10,2017-12-31 00:00:00,A
1022,10,2017-12-31 00:00:00,A
1015,10,2018-01-01 00:00:00,A
1017,10,2018-01-01 00:00:00,A
1022,10,2018-01-01 00:00:00,A
1015,10,2018-01-02 00:00:00,A
1017,10,2018-01-02 00:00:00,A
1022,10,2018-01-02 00:00:00,A
1015,10,2018-01-03 00:00:00,A
1017,10,2018-01-03 00:00:00,A
1022,10,2018-01-03 00:00:00,A
1015,10,2018-01-22 00:00:00,A
1017,10,2018-01-22 00:00:00,A
1022,10,2018-01-22 00:00:00,A
1015,10,2018-01-23 00:00:00,A
1017,10,2018-01-23 00:00:00,A
1022,10,2018-01-23 00:00:00,A
1015,10,2018-01-27 00:00:00,A
1017,10,2018-01-27 00:00:00,A
1022,10,2018-01-27 00:00:00,A
1015,10,2018-02-19 00:00:00,A
1017,10,2018-02-19 00:00:00,A
1022,10,2018-02-19 00:00:00,A
1015,10,2018-02-20 00:00:00,A
1017,10,2018-02-20 00:00:00,A
1022,10,2018-02-20 00:00:00,A
1015,10,2018-02-22 00:00:00,A
1017,10,2018-02-22 00:00:00,A
1022,10,2018-02-22 00:00:00,A
1015,10,2018-02-23 00:00:00,A
1017,10,2018-02-23 00:00:00,A
1022,10,2018-02-23 00:00:00,A
1015,10,2018-02-24 00:00:00,A
1017,10,2018-02-24 00:00:00,A
1022,10,2018-02-24 00:00:00,A
1015,10,2018-02-25 00:00:00,A
1017,10,2018-02-25 00:00:00,A
1022,10,2018-02-25 00:00:00,A
1015,10,2018-03-16 00:00:00,A
1017,10,2018-03-16 00:00:00,A
1022,10,2018-03-16 00:00:00,A
1015,10,2018-03-17 00:00:00,A
1017,10,2018-03-17 00:00:00,A
1022,10,2018-03-17 00:00:00,A
1015,10,2018-03-19 00:00:00,A
1017,10,2018-03-19 00:00:00,A
1022,10,2018-03-19 00:00:00,A
1015,10,2018-03-20 00:00:00,A
1017,10,2018-03-20 00:00:00,A
1022,10,2018-03-20 00:00:00,A
1015,10,2018-03-21 00:00:00,A
1017,10,2018-03-21 00:00:00,A
1022,10,2018-03-21 00:00:00,A
998,10,2018-04-11 00:00:00,A
1015,10,2018-04-11 00:00:00,A
1022,10,2018-04-11 00:00:00,A
1001,10,2018-08-05 00:00:00,A
998,10,2018-08-05 00:00:00,A
1017,10,2018-08-05 00:00:00,A
1003,10,2018-10-08 00:00:00,A
1015,10,2018-10-08 00:00:00,A
1022,10,2018-10-08 00:00:00,A
1015,10,2018-11-08 00:00:00,A
1017,10,2018-11-08 00:00:00,A
1022,10,2018-11-08 00:00:00,A
1015,10,2018-11-09 00:00:00,A
1017,10,2018-11-09 00:00:00,A
1022,10,2018-11-09 00:00:00,A
998,10,2018-11-12 00:00:00,A
1015,10,2018-11-12 00:00:00,A
1022,10,2018-11-12 00:00:00,A
998,10,2018-11-13 00:00:00,A
1015,10,2018-11-13 00:00:00,A
1022,10,2018-11-13 00:00:00,A
998,10,2018-11-24 00:00:00,A
1015,10,2018-11-24 00:00:00,A
1022,10,2018-11-24 00:00:00,A
998,10,2018-11-26 00:00:00,A
1015,10,2018-11-26 00:00:00,A
1022,10,2018-11-26 00:00:00,A
998,10,2018-12-01 00:00:00,A
1015,10,2018-12-01 00:00:00,A
1022,10,2018-12-01 00:00:00,A
998,10,2018-12-14 00:00:00,A
1015,10,2018-12-14 00:00:00,A
1022,10,2018-12-14 00:00:00,A
