date,sum_val,site_id
2017-07-13,3,10
2017-09-04,3,10
2017-04-27,2,11
2018-10-10,3,11
2017-04-01,31,14
2017-04-16,5,7
2017-04-26,5,7
2017-04-27,6,7
2017-04-28,7,7
2017-05-12,5,7
2017-06-17,5,7
2017-10-15,5,7
2018-05-02,5,7
2018-05-03,5,7
2018-05-05,6,7
2018-05-16,6,7
2018-05-17,5,7
2018-05-18,5,7
2018-05-21,6,7
2018-05-22,5,7
2018-05-24,6,7
2018-09-22,10,7
2018-09-23,7,7
2018-09-24,6,7
2017-11-25,87,9
2017-11-26,86,9
2018-10-07,45,9
