building_id,meter,rmsle,file_id
211,0,1.2718376183329383e-06,13577404
212,0,3.540788497957692e-07,13577404
212,1,1.4670875998490374e-06,13577404
212,3,0.9065684676170349,13577404
213,0,9.811612926569069e-07,13577404
213,1,1.4391631566468277e-06,13577404
213,3,1.7843578916654224e-06,13577404
214,0,1.7800208524931804e-06,13577404
214,1,0.0773000717163086,13577404
215,0,2.5391880171810044e-06,13577404
215,1,0.02279454842209816,13577404
215,3,1.7574308230905444e-06,13577404
216,0,1.5506220734096132e-06,13577404
216,1,0.022786086425185204,13577404
216,3,1.3282345889820135e-06,13577404
217,0,9.044938451552298e-07,13577404
217,1,1.5290676174117834e-06,13577404
217,3,1.2468142358557088e-06,13577404
218,0,1.902012286336685e-06,13577404
219,0,1.0562961278992589e-06,13577404
219,1,1.38288805828779e-06,13577404
220,0,7.15400915396458e-07,13577404
220,1,1.5486976963074994e-06,13577404
220,3,4.5467623976946925e-07,13577404
221,0,4.579940764415369e-07,13577404
221,1,1.7701875094644492e-06,13577404
221,3,0.04294969141483307,13577404
222,0,4.714399437943939e-06,13577404
222,1,0.011401182971894741,13577404
223,0,3.6570801853486046e-07,13577404
224,0,5.620298111352895e-07,13577404
224,1,0.011393043212592602,13577404
224,3,1.4738502613909077e-06,13577404
225,0,4.215397098050744e-07,13577404
225,1,2.7554708594834665e-06,13577404
225,3,1.5479391777262208e-06,13577404
226,0,1.3727453733736183e-06,13577404
226,1,1.555197627567395e-06,13577404
226,3,2.8250626655790256e-06,13577404
227,0,0.0,13577404
228,0,1.8032532125289435e-06,13577404
228,1,0.011393043212592602,13577404
228,3,0.1214800775051117,13577404
229,0,6.627677748838323e-07,13577404
229,1,1.4652689515060047e-06,13577404
230,0,1.0331100384064484e-05,13577404
231,0,0.0,13577404
231,1,1.2990774393983884e-06,13577404
232,0,1.5360500356109696e-06,13577404
232,3,0.19207686185836792,13577404
233,0,0.0,13577404
233,1,0.04412884637713432,13577404
234,0,1.7864043684312492e-06,13577404
234,1,1.3075091374048498e-06,13577404
234,3,3.809878307947656e-06,13577404
235,0,0.0,13577404
235,1,0.04107820242643356,13577404
236,0,0.00523730693385005,13577404
236,1,0.011393043212592602,13577404
236,3,8.507129223289667e-07,13577404
237,0,2.325933792235446e-06,13577404
237,1,1.8201245666205068e-06,13577404
238,0,9.747036529006436e-07,13577404
238,1,2.347170493521844e-06,13577404
239,0,1.2975560821359977e-06,13577404
239,1,1.2643215541174868e-06,13577404
239,3,1.310666220888379e-06,13577404
240,0,1.5118506553335465e-06,13577404
240,1,0.011402161791920662,13577404
240,3,1.946629254234722e-06,13577404
241,0,0.0,13577404
242,0,0.0,13577404
243,0,0.0,13577404
244,0,2.513792196623399e-06,13577404
244,1,0.03417913243174553,13577404
244,3,1.226106405738392e-06,13577404
245,0,0.33968493342399597,13577404
245,1,1.1755212545394897,13577404
246,0,7.073261940604425e-07,13577404
246,1,1.4159905958877061e-06,13577404
246,3,1.799884671527252e-06,13577404
247,0,1.055054212883988e-06,13577404
247,1,1.0543608368607238e-06,13577404
247,3,1.3019430298299994e-06,13577404
248,0,2.711327852011891e-06,13577404
248,1,0.04262886568903923,13577404
248,3,2.28434259952337e-06,13577404
249,0,2.8574453381224885e-07,13577404
249,1,1.8376356365479296e-06,13577404
249,3,0.10521083325147629,13577404
250,0,1.3327431815923774e-06,13577404
250,1,1.4558040675183292e-06,13577404
250,3,9.850173228187487e-07,13577404
251,0,1.6553467503399588e-05,13577404
252,0,0.038853105157613754,13577404
252,1,0.032224394381046295,13577404
253,0,1.5167624951573089e-06,13577404
253,1,2.1342968921089778e-06,13577404
253,3,2.4198520804930013e-06,13577404
254,0,9.460966339247534e-07,13577404
254,1,1.685564029685338e-06,13577404
254,3,2.197909907408757e-06,13577404
255,0,0.00528059434145689,13577404
255,1,0.016112197190523148,13577404
255,3,1.4726649624208221e-06,13577404
256,0,4.973564955434995e-06,13577404
256,1,0.052209485322237015,13577404
257,0,0.0,13577404
257,1,0.025475619360804558,13577404
258,0,3.3349440400343155e-06,13577404
258,1,0.03602796792984009,13577404
259,0,1.0663142120392877e-06,13577404
259,1,0.011393043212592602,13577404
260,0,0.005237306468188763,13577404
260,1,1.7367397049383726e-06,13577404
260,3,1.3964585150461062e-06,13577404
261,0,1.7375708694089553e-06,13577404
262,0,3.2323105187970214e-06,13577404
263,0,3.7728334518760676e-06,13577404
263,1,0.025475619360804558,13577404
263,3,1.5050604815769475e-06,13577404
264,0,5.548471335714567e-07,13577404
264,1,1.5376503142761067e-05,13577404
264,3,1.5399336916743778e-06,13577404
265,0,8.363471124539501e-07,13577404
265,1,0.011393043212592602,13577404
266,0,1.9772653558902675e-06,13577404
267,0,1.422545210516546e-06,13577404
267,1,0.016112204641103745,13577404
268,0,0.0,13577404
268,1,1.1440409934948548e-06,13577404
269,0,1.7145285937658628e-06,13577404
270,0,1.0164024388359394e-05,13577404
270,1,0.016463251784443855,13577404
271,0,6.305081114987843e-07,13577404
271,1,1.1636287808869383e-06,13577404
272,0,1.0274670785292983e-05,13577404
273,0,1.8795867617882323e-06,13577404
273,1,2.356967115701991e-06,13577404
274,0,7.267598448379431e-06,13577404
275,0,9.209930453835113e-07,13577404
276,0,1.0409954711576574e-06,13577404
277,0,0.0,13577404
277,1,0.011393043212592602,13577404
278,0,8.025422175705899e-07,13577404
279,0,1.1755075774999568e-06,13577404
279,1,0.06343378126621246,13577404
279,3,1.1822791066151694e-06,13577404
280,0,2.417062205495313e-06,13577404
281,0,6.196993922458205e-07,13577404
281,1,0.019733330234885216,13577404
282,0,8.085973604465835e-06,13577404
282,1,0.05463911592960358,13577404
283,0,1.0504796819077455e-06,13577404
284,0,1.1662031056403066e-06,13577404
284,1,0.011401182971894741,13577404
284,3,2.326104095118353e-06,13577404
285,0,1.0561424232946592e-06,13577404
285,1,1.4143394082566374e-06,13577404
286,0,2.694971726668882e-06,13577404
286,1,1.154880123976909e-06,13577404
287,0,2.7866385607921984e-06,13577404
287,1,0.03602796792984009,13577404
287,3,2.821973055233684e-07,13577404
288,0,0.0,13577404
289,0,7.117821951396763e-06,13577404
290,0,3.7059539863548707e-06,13577404
290,1,0.019733330234885216,13577404
291,0,0.1841444969177246,13577404
292,0,0.4792782962322235,13577404
293,0,0.6372770667076111,13577404
294,0,0.612964928150177,13577404
295,0,1.1094129085540771,13577404
296,0,0.32813870906829834,13577404
297,0,0.23825083673000336,13577404
298,0,0.18118609488010406,13577404
299,0,0.6465455889701843,13577404
300,0,0.3592808246612549,13577404
301,0,0.813693106174469,13577404
302,0,0.7592993378639221,13577404
303,0,0.28345802426338196,13577404
304,0,0.7329895496368408,13577404
305,0,0.27055737376213074,13577404
306,0,0.43696969747543335,13577404
307,0,0.1836279034614563,13577404
308,0,0.24937276542186737,13577404
309,0,0.6754294633865356,13577404
310,0,0.4620443880558014,13577404
311,0,0.29165810346603394,13577404
312,0,1.3130608797073364,13577404
313,0,0.8002163767814636,13577404
314,0,0.4432387053966522,13577404
315,0,0.38072913885116577,13577404
316,0,0.3864874541759491,13577404
317,0,0.5701949596405029,13577404
318,0,0.2403378188610077,13577404
319,0,0.1696559339761734,13577404
320,0,0.7088855504989624,13577404
321,0,0.23475764691829681,13577404
322,0,0.28877130150794983,13577404
323,0,0.26495760679244995,13577404
324,0,0.32039639353752136,13577404
325,0,0.623083770275116,13577404
326,0,0.42924243211746216,13577404
327,0,0.3086954951286316,13577404
328,0,0.8296858072280884,13577404
329,0,0.34388741850852966,13577404
330,0,0.9695966839790344,13577404
331,0,0.8628752827644348,13577404
332,0,0.3873891830444336,13577404
333,0,0.6977419257164001,13577404
334,0,0.3558112680912018,13577404
335,0,0.4101566970348358,13577404
336,0,0.3635505139827728,13577404
337,0,0.26672255992889404,13577404
338,0,0.37598466873168945,13577404
339,0,1.487871766090393,13577404
340,0,0.673822820186615,13577404
341,0,3.571418523788452,13577404
342,0,0.3054865002632141,13577404
343,0,0.4975631833076477,13577404
344,0,0.29151710867881775,13577404
345,0,0.3530177175998688,13577404
346,0,0.5508241057395935,13577404
347,0,0.4304649233818054,13577404
348,0,0.26614728569984436,13577404
349,0,0.2203865349292755,13577404
350,0,0.4050905704498291,13577404
351,0,0.36602264642715454,13577404
352,0,0.7928690910339355,13577404
353,0,0.3846197724342346,13577404
354,0,0.305105984210968,13577404
355,0,0.3003557026386261,13577404
356,0,0.5599457025527954,13577404
357,0,0.6232497692108154,13577404
358,0,0.21189217269420624,13577404
359,0,0.3168107569217682,13577404
360,0,0.18552696704864502,13577404
361,0,0.2665781080722809,13577404
362,0,0.46766209602355957,13577404
363,0,2.6799561977386475,13577404
364,0,0.23919600248336792,13577404
365,0,0.26544415950775146,13577404
366,0,0.2115449160337448,13577404
367,0,0.29147687554359436,13577404
368,0,0.4213508367538452,13577404
369,0,0.2099919468164444,13577404
370,0,0.29530346393585205,13577404
371,0,1.3313367366790771,13577404
372,0,0.2761744558811188,13577404
373,0,0.3937155306339264,13577404
374,0,0.2264558970928192,13577404
375,0,0.6303826570510864,13577404
376,0,1.4353885650634766,13577404
377,0,0.39305293560028076,13577404
378,0,0.24046383798122406,13577404
379,0,0.4485927224159241,13577404
380,0,0.2688811421394348,13577404
381,0,0.3641735315322876,13577404
382,0,0.35673460364341736,13577404
383,0,0.33838900923728943,13577404
384,0,0.23383094370365143,13577404
385,0,0.24119102954864502,13577404
386,0,0.27771851420402527,13577404
387,0,0.7747178077697754,13577404
388,0,0.3360062539577484,13577404
389,0,0.1729847490787506,13577404
390,0,0.37847480177879333,13577404
391,0,0.29200980067253113,13577404
392,0,0.2658528685569763,13577404
393,0,0.3723433017730713,13577404
394,0,0.3894069194793701,13577404
395,0,0.21451856195926666,13577404
396,0,0.44449132680892944,13577404
397,0,0.1843630075454712,13577404
398,0,0.3233298361301422,13577404
399,0,0.24248123168945312,13577404
400,0,0.2537931203842163,13577404
401,0,0.620453417301178,13577404
402,0,0.13961879909038544,13577404
403,0,0.6354854702949524,13577404
404,0,0.26398757100105286,13577404
405,0,0.4582829177379608,13577404
406,0,0.5553292632102966,13577404
407,0,0.6955035328865051,13577404
408,0,0.2683688998222351,13577404
409,0,0.403290718793869,13577404
410,0,0.2674238085746765,13577404
411,0,0.7254260182380676,13577404
412,0,0.7609745264053345,13577404
413,0,0.3059128224849701,13577404
414,0,0.3333096206188202,13577404
415,0,0.6873294115066528,13577404
416,0,0.2593899965286255,13577404
417,0,0.3308406472206116,13577404
418,0,0.5806612372398376,13577404
419,0,1.062984824180603,13577404
420,0,2.560764789581299,13577404
421,0,0.5643064379692078,13577404
422,0,0.30654051899909973,13577404
423,0,0.3444391191005707,13577404
424,0,0.3847317397594452,13577404
425,0,1.7717567682266235,13577404
426,0,0.402914434671402,13577404
427,0,0.41797173023223877,13577404
428,0,0.3997992277145386,13577404
429,0,0.20630218088626862,13577404
430,0,0.27612069249153137,13577404
431,0,0.3826606273651123,13577404
432,0,1.454556941986084,13577404
433,0,0.3810345530509949,13577404
434,0,0.18827450275421143,13577404
435,0,0.23199348151683807,13577404
436,0,0.2893887162208557,13577404
437,0,0.7538304328918457,13577404
438,0,0.2238793969154358,13577404
439,0,0.26739513874053955,13577404
440,0,0.5904117226600647,13577404
441,0,0.7090101838111877,13577404
442,0,0.3157516419887543,13577404
443,0,1.4517544507980347,13577404
444,0,1.0278737545013428,13577404
445,0,0.2629967927932739,13577404
446,0,0.49210745096206665,13577404
447,0,0.5546049475669861,13577404
448,0,0.21378976106643677,13577404
449,0,0.31720253825187683,13577404
450,0,0.5634970664978027,13577404
451,0,0.33500513434410095,13577404
452,0,0.5629504323005676,13577404
453,0,0.20148871839046478,13577404
454,0,0.24547457695007324,13577404
455,0,0.52234947681427,13577404
456,0,0.2783055007457733,13577404
457,0,0.2574939429759979,13577404
458,0,0.6311532855033875,13577404
459,0,0.18197086453437805,13577404
460,0,0.31339845061302185,13577404
461,0,0.34402474761009216,13577404
462,0,0.28556767106056213,13577404
463,0,0.758673369884491,13577404
464,0,0.2719244360923767,13577404
465,0,0.3298093378543854,13577404
466,0,0.3430096209049225,13577404
467,0,0.30745676159858704,13577404
468,0,0.23423486948013306,13577404
469,0,0.33788859844207764,13577404
470,0,0.28659293055534363,13577404
471,0,0.8028307557106018,13577404
472,0,0.37866872549057007,13577404
473,0,0.26029467582702637,13577404
474,0,0.2150101512670517,13577404
475,0,1.2180988788604736,13577404
476,0,0.4281393587589264,13577404
477,0,0.25771981477737427,13577404
478,0,0.29645437002182007,13577404
479,0,0.22570458054542542,13577404
480,0,0.2792723774909973,13577404
481,0,0.4588434100151062,13577404
482,0,0.897819995880127,13577404
483,0,0.6981367468833923,13577404
484,0,0.27352800965309143,13577404
485,0,0.42153200507164,13577404
486,0,0.4128465950489044,13577404
487,0,0.9898766875267029,13577404
488,0,0.3104577362537384,13577404
489,0,0.662621021270752,13577404
490,0,0.297405481338501,13577404
491,0,0.2774991989135742,13577404
492,0,1.0297715663909912,13577404
493,0,0.3904063105583191,13577404
494,0,0.261391282081604,13577404
495,0,0.2602730989456177,13577404
496,0,0.27403077483177185,13577404
497,0,0.19911634922027588,13577404
498,0,0.3855803310871124,13577404
499,0,1.9692492485046387,13577404
500,0,1.5492544174194336,13577404
501,0,0.2937411367893219,13577404
502,0,0.31531351804733276,13577404
503,0,0.6506026387214661,13577404
504,0,0.40158548951148987,13577404
505,0,0.3728717863559723,13577404
506,0,0.13171030580997467,13577404
507,0,0.32409629225730896,13577404
508,0,0.3962198793888092,13577404
509,0,0.3296791613101959,13577404
510,0,0.8174728155136108,13577404
511,0,0.16968341171741486,13577404
512,0,0.27943259477615356,13577404
513,0,0.5649996399879456,13577404
514,0,0.18584918975830078,13577404
515,0,0.23976249992847443,13577404
516,0,0.6147750020027161,13577404
517,0,0.9808948636054993,13577404
518,0,0.8683087825775146,13577404
519,0,0.3068414032459259,13577404
520,0,0.5087319612503052,13577404
521,0,0.3707320988178253,13577404
522,0,0.23170903325080872,13577404
523,0,0.6392247676849365,13577404
524,0,0.3278103768825531,13577404
525,0,0.18582312762737274,13577404
526,0,0.14597509801387787,13577404
527,0,0.19480276107788086,13577404
528,0,0.21700318157672882,13577404
529,0,0.2545197606086731,13577404
530,0,0.2930021286010742,13577404
531,0,0.2897484302520752,13577404
532,0,0.6379988193511963,13577404
533,0,0.23605592548847198,13577404
534,0,0.48629623651504517,13577404
535,0,0.4183029234409332,13577404
536,0,0.27185186743736267,13577404
537,0,0.3025842607021332,13577404
538,0,0.34825342893600464,13577404
539,0,0.39379599690437317,13577404
540,0,0.550408661365509,13577404
541,0,0.3876432776451111,13577404
542,0,0.28106966614723206,13577404
543,0,0.6892958283424377,13577404
544,0,0.4109483063220978,13577404
545,0,0.3343121409416199,13577404
546,0,4.754127502441406,13577404
547,0,0.2662770748138428,13577404
548,0,0.33977895975112915,13577404
549,0,0.3244573175907135,13577404
550,0,0.25946956872940063,13577404
551,0,0.29718026518821716,13577404
552,0,1.121377944946289,13577404
553,0,0.35403957962989807,13577404
554,0,0.2423560917377472,13577404
555,0,0.37203356623649597,13577404
556,0,0.15084406733512878,13577404
557,0,0.3797279894351959,13577404
558,0,0.9661253690719604,13577404
559,0,0.598023533821106,13577404
560,0,0.6823985576629639,13577404
561,0,0.5213766694068909,13577404
562,0,1.5302989482879639,13577404
563,0,0.5837851762771606,13577404
564,0,0.22514556348323822,13577404
565,0,0.1007833257317543,13577404
566,0,0.2119653820991516,13577404
567,0,0.07137855142354965,13577404
568,0,0.13977427780628204,13577404
569,0,0.06357179582118988,13577404
570,0,0.16559606790542603,13577404
571,0,0.17223595082759857,13577404
572,0,0.21494950354099274,13577404
573,0,0.10356402397155762,13577404
574,0,0.3041554093360901,13577404
575,0,0.07953086495399475,13577404
576,0,0.05430993437767029,13577404
577,0,0.09837424755096436,13577404
578,0,0.30136552453041077,13577404
579,0,0.18413959443569183,13577404
580,0,0.09145011752843857,13577404
581,0,0.3075466752052307,13577404
582,0,0.07878506928682327,13577404
583,0,1.261907696723938,13577404
584,0,0.08211922645568848,13577404
585,0,0.0489494763314724,13577404
586,0,0.19708994030952454,13577404
587,0,0.020761284977197647,13577404
588,0,0.17825591564178467,13577404
589,0,0.0772370845079422,13577404
590,0,1.2809557914733887,13577404
591,0,0.33082762360572815,13577404
592,0,0.03898603469133377,13577404
593,0,0.2548641562461853,13577404
594,0,0.05557594448328018,13577404
